Node ID,TI,Clusters 0,Clusters 1,Clusters 2,Sentiment Positive Score,Sentiment Negative Score,Sentiment Combined Score,Sentiment Summary,Strong Language Score,Betweenness Centrality,Degree,Triangles,Neighbors,Number of features,Leverage Centrality,Eigenvector Centrality,Pagerank,Clustering Coefficient,Closeness,Flow,K-shell,Inter-Cluster Connectivity,Initial Degree,Tags,Keywords,LA,RP,U2,U1,PU,PT,TC,D2,GP,OI,MA,PM,J9,VL,PI,ID,PD,AF,RI,PA,PG,BA,AU,BF,BE,CR,CA,BN,GA,BS,C1,BP,SP,JI,IS,SU,FX,FU,UT,DT,SC,SE,SI,HO,WC,DE,SN,SO,DI,Z9,EM,EI,PY,PN,CT,CL,EP,AR,CY,NR
461,"Analysis of energy transfer processes in Yb3+-Tb3+ co-doped, low-silica calcium aluminosilicate glasses",intensity / energy transfer / visible / excitation,intensity / energy transfer / visible / excitation,energy transfer / concentration quenching / excitation / forster,3.887902587,2.564084044,0.069694924,neutral,,2239,8,14,,,,,0.002497338,,,0.002441891,,0.125,8,N/A,yb; tb; luminescence; yb yb; relaxation; cross; intensity; level; processes; time resolved; quantum; population; phonon; lowered; comparable; calcium aluminosilicate; calcium; aluminosilicate glasses; orders of magnitude; orders; decay; consequence; decreased; resolved; assisted; comparing; silica; explained; energy transfer; magnitude; doi; variation; rise; estimated; equal; dependence; aluminosilicate; mu; glasses; institute of physics; american institute; american; time; kinetics; institute; function; physics; evaluated; constant; transfer; room temperature; room; efficiency; maximum; analyzed; concentration; doped; temperature; measurements; temperatures; addition; nm; observed; low; study; process; energy,English,"Terra, IAA (reprint author), Univ Sao Paulo, Inst Fis Sao Carlos, CP 369, BR-13560970 Sao Carlos, SP, Brazil.",21,3,AMER INST PHYSICS,J,9,,,"Baesso, Mauro/0000-0001-6017-2582; Malta, Oscar/0000-0002-2624-2409",,,J APPL PHYS,110,MELVILLE,UP-CONVERSION; DOWN-CONVERSION; LUMINESCENCE; TB3+; CELL; PHOSPHORS; SYSTEMS; IONS,15-Oct,"Terra, I. A. A.; Borrero-Gonzalez, L. J.; Nunes, L. A. O.; Belancon, M. P.; Rohling, J. H.; Baesso, M. L.; Malta, O. L.","Baesso, Mauro/J-2100-2012; Terra, Idelma/I-1227-2014; ","CIRCULATION & FULFILLMENT DIV, 2 HUNTINGTON QUADRANGLE, STE 1 N O 1, MELVILLE, NY 11747-4501 USA",5,,"Terra, IAA; Borrero-Gonzalez, LJ; Nunes, LAO; Belancon, MP; Rohling, JH; Baesso, ML; Malta, OL",,N/A,,,,841NU,,"[Terra, I. A. A.; Borrero-Gonzalez, L. J.; Nunes, L. A. O.] Univ Sao Paulo, Inst Fis Sao Carlos, BR-13560970 Sao Carlos, SP, Brazil; [Belancon, M. P.; Rohling, J. H.; Baesso, M. L.] Univ Estadual Maringa, Dept Fis, BR-87020900 Maringa, PA, Brazil; [Malta, O. L.] Univ Fed Pernambuco CCEN, Dept Quim Fundamental, BR-50670901 Recife, PE, Brazil",,,J. Appl. Phys.,8,,This work was supported by Coordenacao de Aperfeicoamento de Pessoal de Nivel Superior (CAPES) and Instituto Nacional de Nanotecnologia para Marcadores Integrados (INAMI) (Brazil). The authors are especially thankful to Professor Maria Cristina Terrile for valuable discussions.,Coordenacao de Aperfeicoamento de Pessoal de Nivel Superior (CAPES); Instituto Nacional de Nanotecnologia para Marcadores Integrados (INAMI) (Brazil),WOS:000296519900009,Article,Physics,,,,"Physics, Applied",N/A,0021-8979,JOURNAL OF APPLIED PHYSICS,10.1063/1.3653272,9,idelma@ifsc.usp.br,,1-Jan-11,,,,,83108,,20
462,Thermal stability of nanostructured aluminum powder synthesized by high-energy milling,activation energy / grain growth / cold / energies for individual,activation energy / grain growth / cold / sintering,sintering / energies for individual / powder was investigated / slope,2.909334619,2.165087333,-0.051109888,neutral,,2736,6,5,,,,,0.001776424,,,0.001731781,,0,6,N/A,grain growth; isothermal; annealing; critical; milling; times; grain size; grain; hardness; stability; growth; synthesized by high; substitutional; stored; steady; small amounts; relaxation; powders were studied; powder was investigated; powder synthesized; powder particles; milling was studied; milling times; milled powders; micro indentation; interstitial and substitutional; interstitial; indentation; impurities; high temperatures; high energy milling; growth kinetics; equiaxed; enthalpy; energy milling; distinguished; aluminum powder synthesized; al powder; thermal stability; pronounced; nanocrystalline; crystallite size; crystallite; considerable; procedure; nanostructured; reached; milled; amounts; remains; scanning calorimetry; differential scanning calorimetry; shift; long; differential scanning; depending; micro; dsc; calorimetry; melting; high energy; aluminum powder; point; differential; kinetics; stable; evaluated; strain; size; powder; studied; small; level; morphology; revealed; xrd; average; synthesized; temperature; temperatures; nm; increase; time; thermal; ray diffraction; scanning; particles; high; diffraction; observed; powders; ray; investigated; energy; al; aluminum,English,"Abdoli, H (reprint author), Tarbiat Modares Univ, Dept Mat Sci & Engn, POB 14115-143, Tehran, Iran.",9,0,ELSEVIER SCIENCE SA,J,9,,,,,,MAT SCI ENG A-STRUCT,528,LAUSANNE,GRAIN-GROWTH KINETICS; NANOCRYSTALLINE MATERIALS; MECHANICAL ATTRITION; COMPOSITE POWDER; ALLOY; FE; AL; SIZE; CRYSTALLIZATION; MICROSTRUCTURE,25-Aug,"Abdoli, Hamid; Ghanbari, Mohsen; Baghshahi, Saeid",,"PO BOX 564, 1001 LAUSANNE, SWITZERLAND",6,,"Abdoli, H; Ghanbari, M; Baghshahi, S",,N/A,,,,800LW,,"[Abdoli, Hamid] Tarbiat Modares Univ, Dept Mat Sci & Engn, Tehran, Iran; [Ghanbari, Mohsen] Iran Univ Sci & Technol, Sch Met & Mat Engn, Tehran, Iran; [Baghshahi, Saeid] Imam Khomeini Int Univ, Fac Engn, Dept Mat Engn, Qazvin, Iran",6702,,Mater. Sci. Eng. A-Struct. Mater. Prop. Microstruct. Process.,22,,,,WOS:000293363100006,Article,Science & Technology - Other Topics; Materials Science; Metallurgy & Metallurgical Engineering,,,,"Nanoscience & Nanotechnology; Materials Science, Multidisciplinary; Metallurgy & Metallurgical Engineering",Nanostructured materials; Grain growth; Mechanical alloying; Thermal stability; X-ray diffraction,0921-5093,MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,10.1016/j.msea.2011.05.057,9,habdoli@alum.sharif.edu,,1-Jan-11,,,,6707,,,51
463,First-principles calculation of grain boundary energy and grain boundary excess free volume in aluminum: role of grain boundary elastic energy,activation energy / grain growth / cold / energies for individual,activation energy / grain growth / cold / sintering,activation / grain boundary / densification / grain growth,5.832568708,3.100790819,0.285226733,neutral,,793,6,14,,,,,0.001676189,,,0.00186643,,0,6,N/A,grain boundary; elastic; boundary; bonding; grain; energies; bulk; symmetric; overestimation; origin; linearly; increased linearly; excess; concluded; clarify; calculation; boundary energy; applying; principles; distributions; grain boundaries; modulus; estimated; close; boundaries; shear; region; caused; free; increased; volume; function; charge; indicated; associated; examined; characteristics; energy; electronic; higher; density; aluminum,English,"Uesugi, T (reprint author), Osaka Prefecture Univ, Dept Mat Sci, Grad Sch Engn, Sakai, Osaka 5998531, Japan.",24,6,SPRINGER,J,9,,,,,,J MATER SCI,46,NEW YORK,FCC METALS; TILT BOUNDARIES; EXPANSION; AL; SIMULATION; STABILITY; VACANCIES; EXCHANGE; DENSITY; COPPER,JUN,"Uesugi, Tokuteru; Higashi, Kenji","Higashi, Kenji/C-5540-2011; Uesugi, Tokuteru/B-9776-2011","233 SPRING ST, NEW YORK, NY 10013 USA",7,,"Uesugi, T; Higashi, K",,N/A,,,,742RM,,"[Uesugi, Tokuteru; Higashi, Kenji] Osaka Prefecture Univ, Dept Mat Sci, Grad Sch Engn, Sakai, Osaka 5998531, Japan",4199,,J. Mater. Sci.,12,,"The authors are grateful to Mr. Yasuhiko Inoue and Mr. Yuuki Nishiie, who were students in the department, for their assistance with the computations. This study was partly supported by a Giant-in-Aid for scientific Research on the Priority Area ""Giant Straining Process for Advanced Materials Containing Ultra-High Density Lattice Defects'' from the Ministry of Education, Culture, Sports, Science and Technology (MEXT) and by the Light Metal Educational Foundation Inc. The authors thank Dr. Masanori Kohyama for useful discussion.","Ministry of Education, Culture, Sports, Science and Technology (MEXT); Light Metal Educational Foundation Inc.",WOS:000288962200010,Article,Materials Science,,,,"Materials Science, Multidisciplinary",N/A,0022-2461,JOURNAL OF MATERIALS SCIENCE,10.1007/s10853-011-5305-2,9,uesugi@mtr.osakafu-u.ac.jp,,1-Jan-11,,,,4205,,,39
464,Effect of pulse voltage and aluminum purity on the characteristics of anodic aluminum oxide using hybrid pulse anodization at room temperature,batteries / anodic / electrochemical / cyclic voltammetry,batteries / anodic / electrochemical / cyclic voltammetry,batteries / electrochemical / ionic liquid / electrode,3.940265358,3.249465481,-0.153816035,neutral,,717,6,8,,,,,0.001640391,,,0.001734235,,0,6,N/A,aao; pulse; uniformity; configuration; foils; purity; pore; voltage; aluminum oxide; aa; cell; templates; suppression; propose; positive; pore size distribution; pits; ordered; order to identify; inhibit; inferior; increased current; identify; heat generation; extending; cell configuration; captured; applied potential; anodization; anodic aluminum oxide; anodic aluminum; al foils; lead; fabricate; negative; current density; distribution; imaging; pore size; hybrid; heat; pores; period; generation; size distribution; high purity; enhance; article; variation; established; anodic; relationship; electric; oxide; scanning electron microscope; dissolution; increased; uniform; electron microscope; scale; microscope; enhanced; field; reduced; evolution; room temperature; room; potential; induced; characteristics; analyzed; effective; method; morphology; applied; performed; discussed; current; order; effects; scanning electron; addition; well; density; scanning; al; low; size; surface; degrees; investigated; electron; aluminum; temperature; high,English,"Chung, CK (reprint author), Natl Cheng Kung Univ, Dept Mech Engn, Tainan 701, Taiwan.",32,1,ELSEVIER SCIENCE SA,J,9,,,,,,THIN SOLID FILMS,519,LAUSANNE,HEXAGONAL PORE ARRAYS; POROUS ALUMINA; FILMS,31-May,"Chung, C. K.; Chang, W. T.; Liao, M. W.; Chang, H. C.",,"PO BOX 564, 1001 LAUSANNE, SWITZERLAND",5,,"Chung, CK; Chang, WT; Liao, MW; Chang, HC",,N/A,,,,788VB,,"[Chung, C. K.] Natl Cheng Kung Univ, Dept Mech Engn, Tainan 701, Taiwan; Natl Cheng Kung Univ, Ctr Micro Nano Sci & Technol, Tainan 701, Taiwan",4754,,Thin Solid Films,15,,This work is partially sponsored by National Science Council under contract No 99-2221-E-006-032-MY3. We would like to thank Center for Micro/Nano Science and Technology in National Cheng Kung University for the access of analysis equipments.,National Science Council [99-2221-E-006-032-MY3],WOS:000292471400026,Article,Materials Science; Physics,,SI,,"Materials Science, Multidisciplinary; Materials Science, Coatings & Films; Physics, Applied; Physics, Condensed Matter",AAO; Porous material; Hybrid pulse voltage; Distribution uniformity; Room temperature,0040-6090,THIN SOLID FILMS,10.1016/j.tsf.2011.01.029,10,ckchung@mail.ncku.edu.tw,,1-Jan-11,,,,4758,,,24
465,Aluminium Powder-catalyzed Regio- and Stereoselective Aminobromination of Cinnamic Ester Derivatives,crystal x ray / ring opening / nmr / energy x ray / amide / lialh / ch / complexes,crystal x ray / ring opening / nmr / energy x ray / amide / lialh / ch / complexes,ch / ring / crystal x ray / complexes,2.118023341,1.796489491,-0.1819248,neutral,,1087,12,28,,,,,0.003238704,,,0.003850272,,0,12,N/A,products; sole; electron donating; donating; bearing; amine; al powder; afforded; position; ring; strong; nmr; yield; group; beta; yields; withdrawing; trans; protection; pathway; offered; isomer; inert; high yield; gases; elemental analysis; electrophilic; electron withdrawing; cl; br; sources; poor; elemental; experiment; ch; reaction; product; nitrogen; quantitative; series; indicated; room temperature; room; alpha; decreased; system; proposed; developed; electron; powder; paper; characterized; addition; samples; method; analysis; high; structure; investigated; al; temperature,Chinese,"Chen, ZG (reprint author), Shaanxi Normal Univ, Sch Chem & Mat Sci, Key Lab Macromol Sci Shaanxi Prov, Xian 710062, Peoples R China.",13,1,SCIENCE PRESS,J,9,,,,,,ACTA CHIM SINICA,69,BEIJING,ASYMMETRIC AMINOHALOGENATION REACTION; IONIC LIQUID-MEDIA; CHLORAMINE-T; ACID-DERIVATIVES; OLEFINS; AZIRIDINATION; ALKENES; AMINOCHLORINATION; NITROGEN; COMPLEXES,14-May,Chen Zhanguo; Zhou Liyan; Li Wenli; Zhou Jimei; Wang Chuanning,,"16 DONGHUANGCHENGGEN NORTH ST, BEIJING 100717, PEOPLES R CHINA",8,,"Chen, ZG; Zhou, LY; Li, WL; Zhou, JM; Wang, CN",,N/A,,,,771PV,,"[Chen Zhanguo; Zhou Liyan; Li Wenli; Zhou Jimei; Wang Chuanning] Shaanxi Normal Univ, Sch Chem & Mat Sci, Key Lab Macromol Sci Shaanxi Prov, Xian 710062, Peoples R China",1093,,Acta Chim. Sin.,9,,,,WOS:000291174100012,Article,Chemistry,,,,"Chemistry, Multidisciplinary",aminobromination; Al powder; cinnamic ester derivatives; regioselective; stereoselective,0567-7351,ACTA CHIMICA SINICA,,10,chzhg@snnu.edu.cn,,1-Jan-11,,,,1100,,,33
466,Raw material recycling of aluminium from multi-material packagings,crystal x ray / ring opening / nmr / energy x ray / amide / lialh / ch / complexes,crystal x ray / ring opening / nmr / energy x ray / amide / lialh / ch / complexes,ch / ring / crystal x ray / complexes,0,0,1.956011503,neutral,,1196,6,8,,,,,0.001660887,,,0.001815382,,0.166666667,6,N/A,foil; thermally; spent; scraps; reactor; multi material; al foil; recovery; dot; center dot; cooling; crystals; center; processed; multi; yield; treated; produce; heat; reaction; material; al,Polish,"Zabaglo, J (reprint author), Politech Krakowska, Inst Chem & Technol Nieorganicznej, Ul Warszawska 24, PL-31155 Krakow, Poland.",7,1,WYDAWNICTWO SIGMA-N O T SP Z O O,J,9,,,"Zukowski, Witold/0000-0002-1898-1236; Baron, Jerzy/0000-0002-6512-8983",,,PRZEM CHEM,90,WARSAW,N/A,MAY,"Zabaglo, Jadwiga; Baron, Jerzy; Kowarska, Beata; Olek, Malgorzata; Zukowski, Witold","Zukowski, Witold/G-5687-2011; Baron, Jerzy/H-3246-2011","UL RATUSZOWA 11, PO BOX 1004, 00-950 WARSAW, POLAND",3,,"Zabaglo, J; Baron, J; Kowarska, B; Olek, M; Zukowski, W",,N/A,,,,809UL,,"[Zabaglo, Jadwiga; Baron, Jerzy; Zukowski, Witold] Politech Krakowska, Inst Chem & Technol Nieorganicznej, PL-31155 Krakow, Poland; [Kowarska, Beata; Olek, Malgorzata] Politech Krakowska, Inst Inzynierii Cieplnej & Ochrony Powietrza, PL-31155 Krakow, Poland",1080,,Przem. Chem.,5,,,,WOS:000294082100090,Article,Chemistry; Engineering,,,,"Chemistry, Multidisciplinary; Engineering, Chemical",N/A,0033-2496,PRZEMYSL CHEMICZNY,,9,zabaglo@chemia.pk.edu.pl; pczukows@pk.edu.pl,,1-Jan-11,,,,1082,,,10
467,Lewis acid fragmentation of a lithium aryloxide cage: generation of new heterometallic aluminium-lithium species,crystal x ray / ring opening / nmr / energy x ray / amide / lialh / ch / complexes,crystal x ray / ring opening / nmr / energy x ray / amide / lialh / ch / complexes,ch / ring / crystal x ray / complexes,5.832568708,0,1.956011503,positive,,637,8,15,,,,,0.002131555,,,0.002540641,,0.125,8,N/A,species; ray analysis; performed to study; heterometallic; fragmentation; derivatives; crystal x ray; computational studies; computational; cage; alkyl; single crystal; spectroscopic; depending; compounds; compound; precursor; aluminium; studies; crystal; li; performed; solid; single; solution; synthesized; formed; reaction; lithium; prepared; study; analysis; ray,English,"Mosquera, MEG (reprint author), Univ Alcala De Henares, Dept Quim Inorgan, Campus Univ, E-28871 Alcalade Henares, Spain.",12,1,ROYAL SOC CHEMISTRY,J,9,,,"Mosquera, Marta/0000-0003-2248-3050; ",,21952515,CHEM COMMUN,47,CAMBRIDGE,LIVING ANIONIC-POLYMERIZATION; METHYL-METHACRYLATE; POLY(METHYL METHACRYLATE); ACRYLATES; CENTERS,,"Teresa Munoz, Ma; Urbaneja, Carmen; Temprado, Manuel; Mosquera, Marta E. G.; Cuenca, Tomas","Mosquera, Marta/C-9500-2011; Temprado, Manuel/F-9386-2016","THOMAS GRAHAM HOUSE, SCIENCE PARK, MILTON RD, CAMBRIDGE CB4 0WF, CAMBS, ENGLAND",3,,"Munoz, MT; Urbaneja, C; Temprado, M; Mosquera, MEG; Cuenca, T",,N/A,,,,835FG,,"[Teresa Munoz, Ma; Urbaneja, Carmen; Mosquera, Marta E. G.; Cuenca, Tomas] Univ Alcala De Henares, Dept Quim Inorgan, E-28871 Alcalade Henares, Spain; [Temprado, Manuel] Univ Alcala De Henares, Dept Quim Fis, E-28871 Alcalade Henares, Spain",11757,,Chem. Commun.,42,,We thank the Spanish MCYT (Project MAT2010-14965) and C. A. M (Project CAM/UAH CCG10-UAH/MAT-5979) for financial support. M. T. M. thanks the Universidad de Alcala for a research fellowship.,"Spanish MCYT [MAT2010-14965, CAM/UAH CCG10-UAH/MAT-5979]; Universidad de Alcala",WOS:000296020200052,Article,Chemistry,,,,"Chemistry, Multidisciplinary",N/A,1359-7345,CHEMICAL COMMUNICATIONS,10.1039/c1cc14577k,9,martaeg.mosquera@uah.es; tomas.cuenca@uah.es,,1-Jan-11,,,,11759,,,28
468,Fabrication and Characterization of Aluminum-Carbon Nanotube Powder and Polycarbonate/Aluminum-Carbon Nanotube Composites,composites / matrix / aluminum matrix / reinforced,composites / matrix / aluminum matrix / reinforced,composites / carbon nanotube / reinforced / cnt,2.082063082,2.229059333,-0.414793995,negative,,37,10,21,,,,,0.002851744,,,0.003103227,,0,10,N/A,pc; cnt; al cnt; nanocomposites; hz; frequency range; flakes; electrical resistivity; decreased with increasing; resistivity; filler; modulus; composites; frequency; content; electrical; trend; threshold; tensile modulus; surface of aluminum; reinforced aluminum; percolation threshold; percolation; low frequency; increased with increasing; impregnation; filler content; composites increased; al flakes; cnts; increasing; decreased; viscosity; carbon nanotube; thermal conductivity; nanotube; contents; ball milling; composite; reinforced; higher; scanning electron microscope; ball; aluminum powders; increased; loading; electron microscope; change; milling; microscope; range; conductivity; tensile; wt; carbon; fabricated; lower; morphology; strength; behavior; scanning electron; thermal; al; scanning; prepared; observed; low; powders; surface; electron; aluminum,English,"Yoon, KH (reprint author), Kumoh Natl Inst Technol, Dept Polymer Sci & Engn, 1 Yangho Dong, Gumi 730701, Gyeongbuk, South Korea.",24,1,SAGE PUBLICATIONS LTD,J,9,,,,,,J COMPOS MATER,44,LONDON,IN-SITU POLYMERIZATION; AMINO-FUNCTIONALIZATION; MECHANICAL-PROPERTIES; ELECTRICAL-PROPERTIES; NANOCOMPOSITES; EPOXY; POLYAMIDE-6; DISPERSION; BEHAVIOR; FIBERS,NOV,"Hwang, San Ha; Bang, Dae-Suk; Yoon, Kwan Han; Park, Young-Bin; Lee, Dae-Yeol; Jeong, Sung-Sil","Choi, Yoon Jeong/C-6798-2008; Park, Young-Bin/F-4762-2010","1 OLIVERS YARD, 55 CITY ROAD, LONDON EC1Y 1SP, ENGLAND",12,,"Hwang, SH; Bang, DS; Yoon, KH; Park, YB; Lee, DY; Jeong, SS",,N/A,,,,670LO,,"[Hwang, San Ha; Bang, Dae-Suk; Yoon, Kwan Han] Kumoh Natl Inst Technol, Dept Polymer Sci & Engn, Gumi 730701, Gyeongbuk, South Korea; [Park, Young-Bin] Ulsan Natl Inst Sci & Technol, Sch Mech & Adv Mat Engn, Ulsan 689805, South Korea; [Lee, Dae-Yeol; Jeong, Sung-Sil] 2P P Rist BIC, Pohang 790330, South Korea",2711,,J. Compos Mater.,23,,"This research was supported by the Program for the Training of Graduate Students in Regional Innovation which was conducted by the Ministry of Commerce, Industry and Energy of the Korean Government.",Program for the Training of Graduate Students in Regional Innovation,WOS:000283423400006,Article,Materials Science,,,,"Materials Science, Composites",metal-carbon nanotube composite; polycarbonate; nanocomposite; electrical properties; thermal properties; rheological properties; mechanical properties,0021-9983,JOURNAL OF COMPOSITE MATERIALS,10.1177/0021998310369590,9,khyoon@kumoh.ac.kr,,1-Jan-10,,,,2722,,,31
469,A 3-D X-Band T/R Module Package With an Anodized Aluminum Multilayer Substrate for Phased Array Radar Applications,substrates / voltage / physics / solar cells / semiconductor,substrates / voltage / physics / solar cells / semiconductor,printed / anodizing / short circuit current / templates / enables / saturation current / substrate,3.402956445,3.218865993,-0.290958115,neutral,,2778,13,29,,,,,0.003228558,,,0.003993966,,0,13,N/A,package; db; module; multilayer; anodized aluminum; anodized; vias; rf; gain; embedded; vertical; rms; ghz; accuracy; compact; band; mm; frequency; proposed; loss; substrates; power; vertically; sink; signals; setting; selectively; seal; ranging; radio frequency; radio; radar; problem; platform; phased; passive; oxide layers; output power; output; mounted; insertion; high power; height; heat sink; demonstrates; coaxial; chips; chip bonding; chip; bulk aluminum; bit; bare; bandwidth; attachment; array; amplitude; advantages; applications; signal; maximum; broad; thin film; reducing; paper presents; decreasing; presents; optimized; consists; thick; directly; cost; characteristic; ball; features; control; aluminum oxide; bonding; active; combination; development; layers; design; components; phase; transfer; electrical; bulk; film; thin; fabricated; characteristics; achieved; effective; size; heat; structure; paper; oxide; thermal; range,English,"Yeo, SK (reprint author), Korea Adv Inst Sci & Technol, Dept Elect Engn & Comp Sci, Taejon 305701, South Korea.",9,1,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,J,9,,,,,,IEEE T ADV PACKAGING,33,PISCATAWAY,N/A,NOV,"Yeo, Sung-Ku; Chun, Jong-Hoon; Kwon, Young-Se",,"445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA",9,,"Yeo, SK; Chun, JH; Kwon, YS",,N/A,,,,703VX,,"[Yeo, Sung-Ku; Kwon, Young-Se] Korea Adv Inst Sci & Technol, Dept Elect Engn & Comp Sci, Taejon 305701, South Korea; [Chun, Jong-Hoon] Samsung Thales Co Ltd, Radar Syst Grp, Yongin 449885, South Korea",883,,IEEE Trans. Adv. Packag.,4,,"Manuscript received August 14, 2009; revised February 17, 2010; accepted March 05, 2010. First published May 27, 2010; current version published January 07, 2011. This work was supported by the IT R&D program of MKE/IITA (2008-S-013-01, System-in-package (SIP) platform with a selectively anodized aluminum wafer with high thermal conductivity). This work was recommended for publication by Associate Editor R. Mahajan upon evaluation of the reviewers comments.",MKE/IITA [2008-S-013-01],WOS:000286010500015,Article,Engineering; Materials Science,,,,"Engineering, Manufacturing; Engineering, Electrical & Electronic; Materials Science, Multidisciplinary",Anodized aluminum; embedded vias; metal package; multichip-module; phase array radar; three-dimensional (3-D) packages; vertical interconnect; X-band transmit/receive (T/R) module,1521-3323,IEEE TRANSACTIONS ON ADVANCED PACKAGING,10.1109/TADVP.2010.2049109,9,dennis@kaist.ac.kr,,1-Jan-10,,,,891,,,18
470,Highly stable aluminosilicates with a dual pore system: Simultaneous formation of meso- and microporosities with zeolitic BEA building units,framework / zeolite / nmr / alkylation,framework / zeolite / nmr / cage,framework / zeolite / nmr / cage,4.406289599,0.600979359,1.645654074,positive,,1533,11,18,,,,,0.002941295,,,0.003410194,,0.090909091,11,N/A,mcm; bea; al mcm; cubic; mesoporous; hydrothermal; directing; arrays; highly; types; walls; variable; type mesoporous; transform infrared; supercritical; structure directing agents; structure directing; stabilities; spectroscopy revealed; simultaneous; secondary building units; secondary building; possess; ordered; nmr spectroscopy; micropores; mesoporous al; mesophase; meso; involves; highly stable; ft ir; ft; fourier transform infrared; formation of alpha; directing agents; denoted; conventional al; consequently; coexistence; catalysts; building units; bromide; alkylation; acidic; materials; fourier transform; fourier; condensation; type; zeolite; transform; agents; selective; media; hydroxide; introduction; framework; controlling; units; secondary; ir; fabrication; building; distinct; strong; sites; nmr; systems; infrared; comparison; spectroscopy; synthesis; identified; exhibit; active; direct; pore; formation; stable; mixture; methods; alpha; novel; conventional; characteristics; revealed; xrd; synthesized; structure; addition; mechanical; thermal; ray diffraction; higher; al; diffraction; ray; temperature,English,"Liu, SB (reprint author), Acad Sinica, Inst Atom & Mol Sci, Taipei 10617, Taiwan.",25,2,ELSEVIER SCIENCE BV,J,9,,,"Ayyamperumal, sakthivel/0000-0003-2330-5192",,,MICROPOR MESOPOR MAT,133,AMSTERDAM,MESOPOROUS MOLECULAR-SIEVES; ORDERED HEXAGONAL STRUCTURE; MICRO/MESOPOROUS COMPOSITES; HYDROTHERMAL STABILITY; BETA/MCM-41 COMPOSITE; CATALYTIC-PROPERTIES; HIERARCHICAL POROSITY; NMR-SPECTROSCOPY; STRONG ACIDITY; BETA,SEP,"Laha, Subhash C.; Venkatesan, Chitravel; Sakthivel, Ayyamperumal; Komura, Kenichi; Kim, Tak Hee; Cho, Sung June; Huang, Shing-Jong; Wu, Pei-Hao; Liu, Shang-Bin; Sasaki, Yukichi; Kobayashi, Midori; Sugi, Yoshihiro","Liu, Shang-Bin/F-7603-2012; Ayyamperumal, sakthivel/C-6032-2015","PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",9,,"Laha, SC; Venkatesan, C; Sakthivel, A; Komura, K; Kim, TH; Cho, SJ; Huang, SJ; Wu, PH; Liu, SB; Sasaki, Y; Kobayashi, M; Sugi, Y",,N/A,,,,614LS,,"[Wu, Pei-Hao; Liu, Shang-Bin] Acad Sinica, Inst Atom & Mol Sci, Taipei 10617, Taiwan; [Laha, Subhash C.; Venkatesan, Chitravel; Sakthivel, Ayyamperumal; Komura, Kenichi; Sugi, Yoshihiro] Gifu Univ, Fac Engn, Dept Mat Sci & Technol, Gifu 5011193, Japan; [Kim, Tak Hee; Cho, Sung June] Chonnam Natl Univ, Dept Appl Chem Engn, Ctr Funct Nano Mat BK21, Kwangju 500757, South Korea; [Kim, Tak Hee; Cho, Sung June] Chonnam Natl Univ, Res Inst Catalysis, Kwangju 500757, South Korea; [Huang, Shing-Jong] Natl Taiwan Univ, Dept Chem, Taipei 10617, Taiwan; [Sasaki, Yukichi; Kobayashi, Midori] Japan Fine Ceram Ctr, Nanostruct Res Lab, Nagoya, Aichi 4568587, Japan",82,,Microporous Mesoporous Mat.,3,,"The support of this work by the Japan Society for the Promotion of Science (Grant-in-Aids for Scientific Research (B) 16310056, 1931006, and (C) 21510098) and by the National Science Council, Taiwan (NSC95-2113-M-001-040-MY3 and NSC98-2331-M-001-017-MY3) are gratefully acknowledged. S.C. Laha, C. Venkatesan, and A. Sakthivel are grateful to the JSPS for the postdoctoral fellowships. The authors appreciate Professor Z. Wang of Gifu University for the compression of the samples. Y. Sugi thanks the Department of Research, Nagoya Industrial Science Research Institute, for their continuing cooperation.","Japan Society for the Promotion of Science [16310056, 1931006, 21510098]; National Science Council, Taiwan [NSC95-2113-M-001-040-MY3, NSC98-2331-M-001-017-MY3]",WOS:000279061000011,Article,Chemistry; Science & Technology - Other Topics; Materials Science,,,,"Chemistry, Applied; Chemistry, Physical; Nanoscience & Nanotechnology; Materials Science, Multidisciplinary",Al-MCM-48; Zeolite secondary building unit; Meso- and microporosities; Hydrothermal and mechanical stabilities; Solid acid catalysis,1387-1811,MICROPOROUS AND MESOPOROUS MATERIALS,10.1016/j.micromeso.2010.04.018,10,sbliu@sinica.edu.tw; ysugi@gifu-u.ac.jp,,1-Jan-10,,,,90,,,53
